"","past_pat_year","past_pat","pasture_id","patch_id","year","DICK_1","DICK_2","DICK_3","DICK_4","DICK_5","clouds_1","clouds_2","clouds_3","clouds_4","clouds_5","wind_1","wind_2","wind_3","wind_4","wind_5","julian_date_1","julian_date_2","julian_date_3","julian_date_4","julian_date_5","start_time_1","start_time_2","start_time_3","start_time_4","start_time_5","observer_1","observer_2","observer_3","observer_4","observer_5","area_surveyed","transect_length"
"409","RIN_E_2017","RIN_E","RIN","E",2017,0,1,2,2,2,0.13,0.13,0.38,0.13,0.13,1,3,3,1,3,150,161,174,190,206,8.88333333333333,6.16666666666667,6.95,6.48333333333333,7.9,"ALL","JJC","JD","JD","JJC",3,300
"410","RIN_E_2018","RIN_E","RIN","E",2018,0,1,2,0,0,0.38,0.38,0.88,0.13,0.13,3,1,4,1,4,145,163,178,189,202,9.11666666666667,7.6,9.5,7.16666666666667,9.01666666666667,"TMS","JJC","BJE","JJC","JJC",3,300
"411","RIN_E_2021","RIN_E","RIN","E",2021,0,2,3,0,6,0.63,0.13,0.63,0.63,0.13,1,1,1,1,1,150,166,178,193,200,7.36666666666667,9.15,7.53333333333333,7.08333333333333,8.5,"JJC","JEM","HKG","JNA","JEM",3,300
"412","RIN_E_2022","RIN_E","RIN","E",2022,1,0,2,1,1,0.38,0.63,0.63,0.13,0.88,2,3,2,2,1,154,166,177,190,198,9.7,9,7.78333333333333,6.71666666666667,8.98333333333333,"HKG","JLS","WPT","NGP","HKG",3,300
"413","RIN_E_2023","RIN_E","RIN","E",2023,0,1,0,0,0,0.63,0.13,0.63,0.38,0.13,1,2,3,1,2,158,170,179,190,194,9.78333333333333,9.31666666666667,6.95,8.65,9.65,"JJC","WPT","JJC","HKG","JJC",3,300
"414","RIN_S_2012","RIN_S","RIN","S",2012,0,0,0,0,1,0.38,0.63,0.13,0.13,0.63,3,2,2,5,3,139,145,157,171,178,8.33333333333333,6.63333333333333,9.1,8,8.2,"CD","SR","CD","SR","CD",1,100
"415","RIN_S_2018","RIN_S","RIN","S",2018,0,1,1,1,0,0.38,0.63,0.88,0.13,0.13,3,1,4,1,2,145,163,173,189,202,8.8,7.26666666666667,9.16666666666667,6.65,8.71666666666667,"TMS","JJC","BJE","JJC","JJC",1,100
"416","RIN_S_2021","RIN_S","RIN","S",2021,0,1,3,0,1,0.63,0.13,0.63,0.63,0.13,1,1,1,1,1,150,166,178,193,200,6.6,8.73333333333333,7.13333333333333,6.61666666666667,8.06666666666667,"JJC","JEM","HKG","JNA","JEM",1,100
"417","RIN_S_2022","RIN_S","RIN","S",2022,0,0,2,1,0,0.38,0.63,0.63,0.13,0.88,2,3,2,2,1,154,166,177,190,198,9.31666666666667,8.56666666666667,7.26666666666667,6.2,8.51666666666667,"HKG","JLS","WPT","NGP","HKG",1,100
"418","RIN_W_2011","RIN_W","RIN","W",2011,0,0,0,0,1,0.13,0.13,0.13,0.38,0.13,2,3,3,1,2.15,143,152,157,167,179,7.7,7.06666666666667,7.95,8.03333333333333,9.03333333333333,"CP","SR","SR","CP","SR",2,200
"419","RIN_W_2012","RIN_W","RIN","W",2012,0,0,0,0,3,0.38,0.63,0.13,0.13,0.63,3,2,3,4,3,139,145,157,171,178,8.5,6.71666666666667,9.25,8.18333333333333,8.41666666666667,"CD","SR","CD","SR","CD",2,200
"420","RIN_W_2014","RIN_W","RIN","W",2014,1,NA,NA,NA,NA,0.13,0.37,0.43,0.37,0.37,2,2.4,2.32,2.29,2.15,164,158.38,169.67,182.77,195.25,8.21666666666667,7.61,7.59,7.79,7.82,"ORG",NA,NA,NA,NA,2,200
"421","RIN_W_2017","RIN_W","RIN","W",2017,0,0,0,2,0,0.13,0.13,0.38,0.13,0.13,1,2,2,1,2,150,161,174,190,206,8.78333333333333,5.96666666666667,6.7,6.13333333333333,7.71666666666667,"ALL","JJC","JD","JD","JJC",2,200
"422","RIN_W_2018","RIN_W","RIN","W",2018,0,0,1,0,0,0.38,0.63,0.88,0.13,0.13,4,1,4,1,2,145,163,173,189,202,8.91666666666667,7.38333333333333,9.26666666666667,6.8,8.8,"TMS","JJC","BJE","JJC","JJC",2,200
"423","RIN_W_2021","RIN_W","RIN","W",2021,0,0,2,3,3,0.63,0.13,0.63,0.63,0.13,2,1,1,1,1,150,166,178,193,200,6.98333333333333,8.85,7.25,6.73333333333333,8.18333333333333,"JJC","JEM","HKG","JNA","JEM",2,200
"424","RIN_W_2022","RIN_W","RIN","W",2022,0,1,2,1,2,0.38,0.63,0.63,0.13,0.88,2,3,2,2,1,154,166,177,190,198,9.43333333333333,8.68333333333333,7.41666666666667,6.36666666666667,8.63333333333333,"HKG","JLS","WPT","NGP","HKG",2,200
"425","RIN_W_2023","RIN_W","RIN","W",2023,1,0,0,0,0,0.63,0.13,0.38,0.38,0.13,1,2,2,1,1,158,170,179,190,194,9.63333333333333,8.81666666666667,6.75,8.43333333333333,9.28333333333333,"JJC","WPT","JJC","HKG","JJC",2,200
"426","RIS_C_2009","RIS_C","RIS","C",2009,1,0,0,1,2,0.38,0.13,0.13,0.38,0.88,3,1,2,2,1,155,160,168,182,194,6.91666666666667,8.8,8.7,7.41666666666667,8.48333333333333,"JO","SR","EH","FP","EH",5.6,559.67
"427","RIS_C_2011","RIS_C","RIS","C",2011,0,1,0,2,1,0.13,0.13,0.13,0.88,0.13,2,4,3,1,3,143,152,157,167,183,6.23333333333333,7.88333333333333,8.83333333333333,8.86666666666667,8.93333333333333,"CP","SR","SR","CP","CD",4,400
"428","RIS_C_2012","RIS_C","RIS","C",2012,4,2,11,5,11,0.38,0.38,0.13,0.88,0.13,3,3,2,2,4,139,145,157,173,180,6.91666666666667,7.81666666666667,7.75,6.65,8.86666666666667,"CD","SR","CD","SR","CD",4,400
"429","RIS_C_2013","RIS_C","RIS","C",2013,0,2,2,2,3,0.13,0.88,0.88,0.13,0.63,2,3,1,3,3,137,153,168,177,189,8.05,7.65,7.15,7.96666666666667,7.83333333333333,"SR","CD","AM","SR","SR",4,400
"430","RIS_C_2014","RIS_C","RIS","C",2014,0,6,3,2,3,0.13,0.13,0.13,0.63,0.13,2,3,2,3,1,138,152,164,182,197,6.41666666666667,6.56666666666667,8.06666666666667,8.63333333333333,6.63333333333333,"CD","CD","CD","CD","CD",4,400
"431","RIS_C_2015","RIS_C","RIS","C",2015,1,0,2,1,0,0.13,0.38,0.13,0.38,0.38,2,3,3,2,2,142,157,170,194,212,6.45,6.11666666666667,6.65,7.63333333333333,6.95,"BSV","BSV","SR","BSV","BSV",4,400
"432","RIS_C_2016","RIS_C","RIS","C",2016,1,0,7,1,8,0.13,0.63,0.13,0.13,0.38,1,4,1,2,2,151,163,180,195,213,6.73333333333333,7.51666666666667,9.18333333333333,6.41666666666667,7.66666666666667,"JJC","SR","SBN","SR","ACW",4,400
"433","RIS_C_2017","RIS_C","RIS","C",2017,0,0,0,1,0,0.13,0.13,0.38,0.13,0.13,1,3,2,1,3,150,161,174,190,206,6.38333333333333,7.33333333333333,7.65,8.8,7.85,"ALL","JJC","JD","JD","ALL",4,400
"434","RIS_C_2018","RIS_C","RIS","C",2018,0,2,0,1,1,0.13,0.63,0.88,0.38,0.13,1,2,1,1,2,146,160,174,189,202,6.18333333333333,8.03333333333333,8,6.1,6.96666666666667,"TMS","SR","TMS","TMS","JJC",4,400
"435","RIS_C_2021","RIS_C","RIS","C",2021,1,3,4,4,3,0.88,0.38,0.88,0.38,0.38,1,3,1,2,1,150,167,179,186,200,8.5,7.23333333333333,6.38333333333333,6.48333333333333,6.26666666666667,"JNA","JEM","WPT","HKG","JJC",3.75,375
"436","RIS_C_2022","RIS_C","RIS","C",2022,1,2,2,4,3,0.63,0.63,0.88,0.38,0.63,1,1,1,3,1,158,166,183,190,198,6.88333333333333,6.53333333333333,8.06666666666667,8.25,6.73333333333333,"HKG","JJC","JJC","NGP","HKG",3.75,375
"437","RIS_C_2023","RIS_C","RIS","C",2023,4,NA,4,4,3,0.88,0.37,0.38,0.38,0.13,2,2.4,1,1,1,158,158.38,184,190,196,8.13333333333333,7.61,6.93333333333333,6.78333333333333,8.35,"JJC",NA,"HKG","JJC","HKG",3.75,375
"438","RIS_N_2007","RIS_N","RIS","N",2007,0,1,0,0,0,0.63,0.13,0.13,0.13,0.38,1,1,2,3,3,148,156,165,176,183,7.58333333333333,6.2,6.05,9.08333333333333,5.93333333333333,"CW","FP","JF","CW","FP",5.26,525.92
"439","RIS_N_2011","RIS_N","RIS","N",2011,0,0,1,2,4,0.13,0.13,0.13,0.88,0.13,2,4,3,2,3,143,152,157,167,183,6.1,7.73333333333333,8.71666666666667,8.73333333333333,8.8,"CP","SR","SR","CP","CD",4,400
"440","RIS_N_2012","RIS_N","RIS","N",2012,3,6,2,4,5,0.38,0.38,0.13,0.37,0.13,3,2,1,1,4,139,145,157,173,180,6.78333333333333,7.63333333333333,7.58333333333333,6.48333333333333,8.71666666666667,"CD","SR","CD","SR","CD",4,400
"441","RIS_N_2013","RIS_N","RIS","N",2013,2,0,1,1,3,0.13,0.88,0.88,0.13,0.63,2,3,1,3,3,137,153,168,177,189,7.93333333333333,7.01666666666667,6.9,7.86666666666667,7.73333333333333,"SR","CD","AM","SR","SR",4,400
"442","RIS_N_2014","RIS_N","RIS","N",2014,0,1,1,1,0,0.13,0.13,0.13,0.63,0.13,2,3,2,3,1,138,152,164,182,197,6.33333333333333,6.45,7.95,8.46666666666667,6.45,"CD","CD","CD","CD","CD",4,400
"443","RIS_N_2015","RIS_N","RIS","N",2015,0,0,0,1,1,0.13,0.13,0.13,0.13,0.38,2,3,3,2,2,142,157,170,194,212,6.25,5.93333333333333,6.51666666666667,7.46666666666667,6.73333333333333,"BSV","BSV","SR","BSV","BSV",4,400
"444","RIS_N_2016","RIS_N","RIS","N",2016,0,2,2,2,0,0.38,0.63,0.38,0.13,0.38,1,4,2,2,2,151,163,180,195,213,6.48333333333333,7.61666666666667,9.01666666666667,6.5,7.36666666666667,"JJC","SR","SBN","SR","ACW",4,400
"445","RIS_N_2017","RIS_N","RIS","N",2017,0,0,0,1,0,0.13,0.13,0.38,0.63,0.13,1,2,2,1,3,150,161,174,190,206,6.21666666666667,7.63333333333333,8.6,8.75,7.58333333333333,"ALL","JJC","JD","JD","ALL",4,400
"446","RIS_N_2018","RIS_N","RIS","N",2018,0,1,2,1,0,0.13,0.63,0.88,0.38,0.13,1,2,1,1,2,146,160,174,199,202,5.98333333333333,8.1,7.86666666666667,5.93333333333333,6.83333333333333,"TMS","SR","TMS","TMS","JJC",4,400
"447","RIS_N_2021","RIS_N","RIS","N",2021,0,4,2,3,1,0.63,0.38,0.88,0.38,0.38,2,3,1,2,1,150,167,179,186,200,8.2,6.98333333333333,6.13333333333333,6.21666666666667,6.1,"JNA","JEM","WPT","HKG","JJC",4,400
"448","RIS_N_2022","RIS_N","RIS","N",2022,1,2,5,5,2,0.38,0.88,0.88,0.38,0.63,2,3,2,3,2.15,158,166,183,190,198,7.06666666666667,6.26666666666667,7.81666666666667,7.76666666666667,6.48333333333333,"HKG","WPT","JJC","NGP","HKG",4,400
"449","RIS_N_2023","RIS_N","RIS","N",2023,1,NA,0,0,1,0.88,0.37,0.38,0.38,0.13,2,2.4,1,1,1,158,158.38,184,190,196,7.91666666666667,7.61,6.61666666666667,6.55,8,"JJC",NA,"HKG","JJC","HKG",4,400
"450","RIS_S_2007","RIS_S","RIS","S",2007,0,1,0,0,0,0.13,0.13,0.13,0.13,0.13,1,3,2,2,2,148,156,165,176,183,7.95,6.9,6.55,9.43333333333333,6.48333333333333,"CW","FP","JF","CW","FP",6.03,603
"451","RIS_S_2009","RIS_S","RIS","S",2009,1,0,0,0,0,0.38,0.13,0.13,0.38,0.88,3,1,2,3,1,155,160,168,182,194,7.23333333333333,9.08333333333333,9,7.68333333333333,8.75,"JO","SR","EH","FP","EH",6.03,603
"452","RIS_S_2011","RIS_S","RIS","S",2011,0,0,2,0,2,0.13,0.13,0.13,0.88,0.13,2,3,3,1,3,143,152,157,167,183,6.55,8.13333333333333,9.1,9.1,9.16666666666667,"CP","SR","SR","CP","CD",5,500
"453","RIS_S_2012","RIS_S","RIS","S",2012,1,5,8,4,5,0.38,0.38,0.13,0.88,0.13,3,3,2,2,4,139,145,157,173,180,7.13333333333333,8.01666666666667,8.03333333333333,6.86666666666667,9.11666666666667,"CD","SR","CD","SR","CD",5,500
"454","RIS_S_2013","RIS_S","RIS","S",2013,0,1,1,1,2,0.38,0.88,0.88,0.13,0.63,2,4,1,3,3,137,153,168,177,189,8.28333333333333,7.88333333333333,7.55,8.18333333333333,8.06666666666667,"SR","CD","AM","SR","SR",5,500
"455","RIS_S_2014","RIS_S","RIS","S",2014,1,1,4,2,0,0.13,0.13,0.13,0.38,0.13,2,3,2,3,1,138,152,164,182,197,6.6,6.81666666666667,8.25,8.85,6.93333333333333,"CD","CD","CD","CD","CD",5,500
"456","RIS_S_2015","RIS_S","RIS","S",2015,0,1,1,0,0,0.13,0.38,0.13,0.38,0.38,2,3,3,2,2,142,157,170,194,211,6.7,6.43333333333333,6.9,7.88333333333333,7.23333333333333,"BSV","BSV","SR","BSV","BSV",5,500
"457","RIS_S_2016","RIS_S","RIS","S",2016,0,0,0,0,1,0.38,0.63,0.38,0.13,0.38,1,3,2,3,2,151,163,180,195,213,7.1,8.26666666666667,9.61666666666667,7,8.38333333333333,"JJC","SR","SBN","SR","ACW",5,500
"458","RIS_S_2017","RIS_S","RIS","S",2017,0,0,1,0,1,0.13,0.13,0.38,0.13,0.13,1,3,3,1,3,150,161,174,190,206,6.76666666666667,6.8,7.85,9.46666666666667,8.13333333333333,"ALL","JJC","JD","JD","ALL",5,500
"459","RIS_S_2018","RIS_S","RIS","S",2018,0,0,0,1,0,0.13,0.63,0.88,0.38,0.13,2,2,1,1,3,146,160,174,189,201,6.51666666666667,8.5,8.21666666666667,6.4,7.53333333333333,"TMS","SR","TMS","TMS","JJC",5,500
"460","RIS_S_2021","RIS_S","RIS","S",2021,4,6,7,7,4,0.88,0.38,0.88,0.38,0.38,2,3,1,2,2,150,167,179,186,200,8.86666666666667,7.7,6.9,6.96666666666667,6.6,"JNA","JEM","WPT","HKG","JJC",5,500
"461","RIS_S_2022","RIS_S","RIS","S",2022,4,7,7,4,2,0.38,0.88,0.63,0.38,0.63,2,3,2,3,1,158,166,183,190,198,6.33333333333333,6.95,8.33333333333333,8.73333333333333,7.15,"HKG","WPT","JJC","NGP","HKG",5,500
"462","RIS_S_2023","RIS_S","RIS","S",2023,5,NA,4,4,2,0.88,0.37,0.38,0.38,0.13,2,2.4,1,1,1,158,158.38,184,190,196,8.6,7.61,7.5,7.16666666666667,8.78333333333333,"JJC",NA,"HKG","JJC","HKG",5,500
"463","RNR_C_2015","RNR_C","RNR","C",2015,0,1,0,0,0,0.38,0.13,0.88,0.63,0.63,2,2,2,2,2,148,160,181,190,210,7.05,6.33333333333333,9.3,9.2,8.9,"BSV","BSV","BSV","BSV","BSV",2.5,250
"464","RNR_C_2016","RNR_C","RNR","C",2016,0,5,3,1,1,0.13,0.13,0.38,0.38,0.38,1,3,1,1,3,150,167,178,192,217,8.26666666666667,8.13333333333333,8.25,6.88333333333333,7.96666666666667,"JJC","SBN","ACW","JJC","SR",2.5,250
"465","RNR_C_2017","RNR_C","RNR","C",2017,0,2,0,2,2,0.38,0.38,0.13,0.38,0.13,2,3,3,2,2,149,163,174,192,204,7.93333333333333,6.38333333333333,9.36666666666667,7.93333333333333,9.28333333333333,"JD","JJC","JD","JD","JJC",2.5,250
"466","RNR_C_2023","RNR_C","RNR","C",2023,1,1,0,0,0,0.13,0.13,0.63,0.38,0.13,1,3,1,1,2,157,172,183,190,195,6.65,6.76666666666667,7.93333333333333,8.18333333333333,7.2,"JJC","WPT","HKG","JLS","HKG",2.5,250
"467","RNR_E_2015","RNR_E","RNR","E",2015,1,0,0,0,0,0.38,0.13,0.88,0.63,0.63,2,2,2,2,2,148,160,181,190,210,6.66666666666667,6,8.91666666666667,8.83333333333333,8.51666666666667,"BSV","BSV","BSV","BSV","BSV",2.5,250
"468","RNR_E_2016","RNR_E","RNR","E",2016,1,2,1,5,2,0.13,0.13,0.38,0.38,0.38,1,2,1,2,3,150,167,178,192,217,7.73333333333333,7.46666666666667,7.75,6.38333333333333,7.65,"JJC","SBN","ACW","JJC","SR",2.5,250
"469","RNR_E_2017","RNR_E","RNR","E",2017,3,1,3,4,2,0.63,0.38,0.13,0.38,0.13,1,2,3,2,2,149,163,174,192,204,7.51666666666667,5.91666666666667,9.08333333333333,7.51666666666667,8.96666666666667,"JD","JJC","JD","JD","JJC",2.5,250
"470","RNR_E_2023","RNR_E","RNR","E",2023,1,2,0,1,2,0.13,0.13,0.63,0.38,0.13,1,3,1,1,2,157,172,183,190,195,6.23333333333333,6.13333333333333,7.41666666666667,7.7,6.71666666666667,"JJC","WPT","HKG","JLS","HKG",2.5,250
"471","RNR_W_2015","RNR_W","RNR","W",2015,0,1,0,0,0,0.38,0.13,0.88,0.63,0.63,2,1,1,2,2,148,160,181,190,210,7.35,6.6,9.56666666666667,9.53333333333333,9.2,"BSV","BSV","BSV","BSV","BSV",2.5,250
"472","RNR_W_2016","RNR_W","RNR","W",2016,1,1,0,0,0,0.13,0.13,0.38,0.38,0.38,1,2,1,2,3,150,167,178,192,217,8.7,8.53333333333333,8.75,7.3,8.21666666666667,"JJC","SBN","ACW","JJC","SR",2.5,250
"473","RNR_W_2017","RNR_W","RNR","W",2017,1,1,1,1,1,0.38,0.38,0.13,0.38,0.38,2,3,2,1,3,149,163,174,192,204,8.31666666666667,6.71666666666667,9.61666666666667,8.25,9.68333333333333,"JD","JJC","JD","JD","JJC",2.5,250
"474","RNR_W_2023","RNR_W","RNR","W",2023,1,1,2,0,1,0.13,0.13,0.63,0.13,0.13,1,2,1,1,1,157,172,183,190,195,7.06666666666667,7.35,8.43333333333333,8.61666666666667,7.65,"JJC","WPT","HKG","JLS","HKG",2.5,250
"475","STE_N_2007","STE_N","STE","N",2007,5,1,3,0,0,0.13,0.88,0.13,0.13,0.13,1,2,1,2,3,145,150,166,177,183,7.91666666666667,7.75,7.71666666666667,6.95,7.86666666666667,"MN","CB","JF","FP","CW",1.89,188.72
"476","STE_N_2009","STE_N","STE","N",2009,1,1,0,0,0,0.63,0.88,0.38,0.13,0.13,1,3,3,1,1,152,159,169,173,183,8.5,7.58333333333333,6.58333333333333,8.81666666666667,6.51666666666667,"EH","JO","JL","EH","FP",1.89,188.72
"477","STE_N_2010","STE_N","STE","N",2010,0,1,1,1,0,0.38,0.13,0.63,0.13,0.38,4,3,4,1,3,142,148,165,180,189,8.05,8.01666666666667,8.15,9.23333333333333,9.25,"SR","SR","SR","TL","SR",2,200
"478","STE_N_2011","STE_N","STE","N",2011,0,0,1,1,2,0.13,0.13,0.13,0.13,0.13,2,3,3,1,3,143,152,158,167,182,7.3,9.1,6.95,8.18333333333333,9.06666666666667,"SR","SR","CP","SR","SR",2,200
"479","STE_N_2012","STE_N","STE","N",2012,2,1,1,3,3,0.13,0.13,0.38,0.13,0.13,3,2,2,3,3,142,150,159,170,178,10.1166666666667,8.26666666666667,7.81666666666667,7.53333333333333,7.61666666666667,"SR","CD","SR","CD","SR",2,200
"480","STE_N_2013","STE_N","STE","N",2013,0,2,1,1,0,0.13,0.88,0.63,0.13,0.63,4,1,3,3,3,144,156,163,181,189,8.66666666666667,9.18333333333333,9.58333333333333,8.86666666666667,9.31666666666667,"SR","AM","CD","AM","SR",2,200
"481","STE_N_2014","STE_N","STE","N",2014,0,3,1,2,0,0.38,0.63,0.88,0.38,0.38,2,2,3,3,2,140,151,163,181,199,6.5,9.66666666666667,8.13333333333333,8.96666666666667,7.4,"CD","CD","CD","CD","CD",2,200
"482","STE_N_2016","STE_N","STE","N",2016,1,1,6,2,1,0.13,0.13,0.38,0.38,0.38,2,2,1,2,1,149,164,180,192,212,6.25,9.01666666666667,7.2,9.41666666666667,6.58333333333333,"SR","JJC","SBN","JJC","ACW",2,200
"483","STE_N_2017","STE_N","STE","N",2017,2,2,4,2,2,0.88,0.38,0.13,0.13,0.38,1,2,1,1,1,149,163,175,188,202,7.65,6.1,7.61666666666667,6.01666666666667,6.51666666666667,"JJC","JD","ALL","JD","JJC",2,200
"484","STE_N_2018","STE_N","STE","N",2018,2,1,7,NA,2,0.13,0.88,0.88,0.37,0.63,4,4,1,2.29,3,146,160,174,182.77,199,7.96666666666667,6.38333333333333,6.4,7.79,8.4,"SR","JJC","TMS",NA,"JJC",2,200
"485","STE_S_2007","STE_S","STE","S",2007,4,3,1,0,5,0.13,0.88,0.13,0.13,0.13,1,3,1,2,2,145,150,166,177,183,8.16666666666667,7.98333333333333,7.86666666666667,6.68333333333333,8,"MN","CB","JF","FP","CW",3.92,392
"486","STE_S_2008","STE_S","STE","S",2008,2,0,0,3,4,0.13,0.38,0.13,0.88,0.88,2,2,1,2,1,133,136,142,156,161,8.05,9.35,8.38333333333333,7.66666666666667,7.9,"JF","CW","SR","CW","CW",3.92,392
"487","STE_S_2009","STE_S","STE","S",2009,4,4,3,1,1,0.63,0.38,0.38,0.13,0.13,1,3,3,1,2,152,159,169,173,183,8.65,7.3,6.7,9.03333333333333,6.63333333333333,"EH","JO","JL","EH","FP",3.92,392
"488","STE_S_2010","STE_S","STE","S",2010,0,0,2,2,3,0.38,0.13,0.63,0.13,0.38,4,2,4,1,3,142,148,165,180,189,8.63333333333333,8.65,8.8,8.93333333333333,10.15,"SR","SR","SR","TL","SR",3,300
"489","STE_S_2011","STE_S","STE","S",2011,0,0,1,1,4,0.13,0.13,0.13,0.38,0.37,3,3,4,1,3,143,152,158,167,182,7.91666666666667,9.65,7.58333333333333,8.78333333333333,9.58333333333333,"SR","SR","CP","SR","SR",3,300
"490","STE_S_2012","STE_S","STE","S",2012,1,5,2,4,1,0.13,0.13,0.38,0.13,0.13,3,3,2,4,3,142,150,159,170,178,9.98333333333333,8.13333333333333,8.46666666666667,7.41666666666667,7.53333333333333,"SR","CD","SR","CD","SR",3,300
"491","STE_S_2013","STE_S","STE","S",2013,0,1,2,2,0,0.13,0.88,0.63,0.13,0.63,3,1,3,3,3,144,156,163,181,189,9.08333333333333,9.03333333333333,9.46666666666667,8.7,9.23333333333333,"SR","AM","CD","AM","SR",3,300
"492","STE_S_2014","STE_S","STE","S",2014,1,0,1,0,1,0.38,0.38,0.88,0.38,0.38,3,3,4,3,2,140,151,163,181,199,6.4,9.48333333333333,8.05,8.83333333333333,8.1,"CD","CD","CD","CD","CD",3,300
"493","STE_S_2015","STE_S","STE","S",2015,0,0,2,0,2,0.13,0.63,0.13,0.13,0.38,3,3,2,4,2,147,157,170,194,214,6.56666666666667,9.1,6.81666666666667,7.11666666666667,9.53333333333333,"SR","SR","BSV","SR","JJC",3,300
"494","STE_S_2016","STE_S","STE","S",2016,0,0,9,5,3,0.13,0.13,0.38,0.38,0.38,3,2,1,2,1,149,164,180,192,212,6.86666666666667,9.71666666666667,8.4,8.43333333333333,6.98333333333333,"SR","JJC","SBN","JJC","ACW",3,300
"495","STE_S_2017","STE_S","STE","S",2017,8,4,7,4,2,0.63,0.38,0.13,0.38,0.13,2,2,2,2,2,149,163,175,188,202,7.86666666666667,7.15,7.25,6.78333333333333,7.46666666666667,"JJC","JD","ALL","JD","JJC",3,300
"496","STE_S_2018","STE_S","STE","S",2018,4,4,6,3,4,0.13,0.88,0.88,0.13,0.63,4,3,1,1,3,146,160,174,189,199,7.68333333333333,7.53333333333333,7.28333333333333,7.05,9.23333333333333,"SR","JJC","TMS","BJE","JJC",3,300
"497","STE_W_2007","STE_W","STE","W",2007,5,2,6,3,5,0.13,0.88,0.13,0.13,0.13,1,2,1,1,2,145,150,166,177,183,8.81666666666667,8.01666666666667,8.3,6.11666666666667,8.31666666666667,"MN","FP","JF","FP","CW",6.94,693.68
"498","STE_W_2008","STE_W","STE","W",2008,0,0,0,0,1,0.13,0.38,0.13,0.88,0.88,2,2,2,2,2,133,135,142,156,161,8.35,9.48333333333333,8.71666666666667,7.83333333333333,7.81666666666667,"JF","JF","SR","CW","SR",6.94,693.68
"499","STE_W_2009","STE_W","STE","W",2009,2,1,1,0,1,0.63,0.88,0.38,0.13,0.13,1,3,3,1,1,152,159,169,173,183,9.05,7,7.15,9.38333333333333,6.96666666666667,"EH","EH","JL","EH","FP",6.94,693.68
"500","STE_W_2010","STE_W","STE","W",2010,0,0,1,1,1,0.38,0.13,0.63,0.13,0.38,4,2,4,1,3,142,148,165,180,189,8.18333333333333,8.18333333333333,8.26666666666667,8.43333333333333,9.38333333333333,"SR","SR","SR","TL","SR",6,600
"501","STE_W_2011","STE_W","STE","W",2011,1,1,3,2,3,0.13,0.13,0.13,0.38,0.13,3,3,3,1,2.15,143,152,158,167,182,7.45,9.2,7.05,8.3,9.18333333333333,"SR","SR","CP","SR","SR",6,600
"502","STE_W_2012","STE_W","STE","W",2012,3,8,2,3,8,0.13,0.13,0.38,0.13,0.13,3,2,2,4,3,142,150,159,170,178,9.36666666666667,7.55,7.96666666666667,6.85,6.96666666666667,"SR","CD","SR","CD","SR",6,600
"503","STE_W_2013","STE_W","STE","W",2013,2,4,5,8,4,0.13,0.88,0.38,0.13,0.63,4,1,3,3,3,144,156,163,181,189,8.75,8.38333333333333,8.58333333333333,8.03333333333333,8.8,"SR","AM","CD","AM","SR",6,600
"504","STE_W_2014","STE_W","STE","W",2014,2,2,3,1,0,0.38,0.63,0.88,0.38,0.38,3,3,4,4,2,140,151,163,181,199,5.98333333333333,9.06666666666667,7.58333333333333,8.28333333333333,7.56666666666667,"CD","CD","CD","CD","CD",6,600
"505","STE_W_2015","STE_W","STE","W",2015,1,0,0,0,0,0.13,0.63,0.13,0.13,0.38,3,3,2,4,2,147,157,170,194,214,7,8.68333333333333,6.26666666666667,6.61666666666667,8.98333333333333,"SR","SR","BSV","SR","JJC",6,600
"506","STE_W_2016","STE_W","STE","W",2016,0,1,2,1,3,0.13,0.13,0.38,0.38,0.38,2,2,2,2,1,149,164,180,192,212,6.38333333333333,9.21666666666667,7.73333333333333,8.86666666666667,7.78333333333333,"SR","JJC","SBN","JJC","ACW",6,600
"507","STE_W_2017","STE_W","STE","W",2017,6,1,4,2,1,0.63,0.38,0.13,0.13,0.38,3,3,2,1,1,149,163,175,188,202,8.43333333333333,6.46666666666667,6.56666666666667,6.16666666666667,6.93333333333333,"JJC","JD","ALL","JD","JJC",6,600
"508","STE_W_2018","STE_W","STE","W",2018,3,3,2,3,0,0.13,0.88,0.88,0.13,0.63,4,3,1,1,4,146,160,174,189,199,7.28333333333333,6.81666666666667,6.8,6.48333333333333,8.71666666666667,"SR","JJC","TMS","BJE","JJC",6,600
"509","GIL_C_2008","GIL_C","GIL","C",2008,0,0,0,0,0,0.13,0.38,0.38,0.88,0.88,2,4,1,2,4,133,141,147,150,160,6.65,6.8,6.55,6.48333333333333,9.38333333333333,"JF","SR","CW","SR","JF",3.75,375.3
"510","GIL_C_2015","GIL_C","GIL","C",2015,0,0,0,0,0,0.38,0.63,0.13,0.13,0.38,2,2,3,4,1,148,157,174,194,213,6.41666666666667,7.71666666666667,7.86666666666667,7.61666666666667,7.55,"SR","SR","BSV","SR","JJC",3,300
"511","GIL_N_2008","GIL_N","GIL","N",2008,0,0,0,0,0,0.13,0.38,0.38,0.88,0.88,2,4,1,2,4,133,141,147,150,160,7.13333333333333,7.1,6.93333333333333,6.65,9.63333333333333,"JF","SR","CW","SR","JF",4.01,401.33
"512","GIL_N_2010","GIL_N","GIL","N",2010,0,0,0,0,0,0.38,0.13,0.63,0.38,0.38,3,1,3,5,3,142,149,161,177,189,7.18333333333333,6.81666666666667,6.95,7.4,8.2,"SR","TL","SR","SR","SR",3,300
