"","past_pat_year","past_pat","pasture_id","patch_id","year","EAME_1","EAME_2","EAME_3","EAME_4","EAME_5","clouds_1","clouds_2","clouds_3","clouds_4","clouds_5","wind_1","wind_2","wind_3","wind_4","wind_5","julian_date_1","julian_date_2","julian_date_3","julian_date_4","julian_date_5","start_time_1","start_time_2","start_time_3","start_time_4","start_time_5","observer_1","observer_2","observer_3","observer_4","observer_5","area_surveyed","transect_length"
"410","RIS_N_2009","RIS_N","RIS","N",2009,1,2,0,1,0,0.38,0.13,0.13,0.38,0.88,3,1,2,2,1,155,160,168,182,194,6.68333333333333,8.63333333333333,8.5,7.23333333333333,8.33333333333333,"JO","SR","EH","FP","EH",5.26,525.92
"411","RIS_N_2010","RIS_N","RIS","N",2010,1,1,0,2,1,0.13,0.13,0.63,0.38,0.13,4,1,4,3,2,144,148,161,168,181,9.05,6.58333333333333,7.95,8.58333333333333,8.63333333333333,"SR","SR","SR","TL","TL",4,400
"412","RIS_N_2011","RIS_N","RIS","N",2011,0,0,0,0,2,0.13,0.13,0.13,0.88,0.13,2,4,3,2,3,143,152,157,167,183,6.1,7.73333333333333,8.71666666666667,8.73333333333333,8.8,"CP","SR","SR","CP","CD",4,400
"413","RIS_N_2012","RIS_N","RIS","N",2012,2,0,2,4,0,0.38,0.38,0.13,0.37,0.13,3,2,1,1,4,139,145,157,173,180,6.78333333333333,7.63333333333333,7.58333333333333,6.48333333333333,8.71666666666667,"CD","SR","CD","SR","CD",4,400
"414","RIS_N_2013","RIS_N","RIS","N",2013,1,0,2,1,0,0.13,0.88,0.88,0.13,0.63,2,3,1,3,3,137,153,168,177,189,7.93333333333333,7.01666666666667,6.9,7.86666666666667,7.73333333333333,"SR","CD","AM","SR","SR",4,400
"415","RIS_N_2014","RIS_N","RIS","N",2014,1,0,1,2,2,0.13,0.13,0.13,0.63,0.13,2,3,2,3,1,138,152,164,182,197,6.33333333333333,6.45,7.95,8.46666666666667,6.45,"CD","CD","CD","CD","CD",4,400
"416","RIS_N_2015","RIS_N","RIS","N",2015,3,5,2,1,0,0.13,0.13,0.13,0.13,0.38,2,3,3,2,2,142,157,170,194,212,6.25,5.93333333333333,6.51666666666667,7.46666666666667,6.73333333333333,"BSV","BSV","SR","BSV","BSV",4,400
"417","RIS_N_2016","RIS_N","RIS","N",2016,2,2,0,1,2,0.38,0.63,0.38,0.13,0.38,1,4,2,2,2,151,163,180,195,213,6.48333333333333,7.61666666666667,9.01666666666667,6.5,7.36666666666667,"JJC","SR","SBN","SR","ACW",4,400
"418","RIS_N_2017","RIS_N","RIS","N",2017,0,0,1,0,2,0.13,0.13,0.38,0.63,0.13,1,2,2,1,3,150,161,174,190,206,6.21666666666667,7.63333333333333,8.6,8.75,7.58333333333333,"ALL","JJC","JD","JD","ALL",4,400
"419","RIS_N_2018","RIS_N","RIS","N",2018,0,1,1,0,1,0.13,0.63,0.88,0.38,0.13,1,2,1,1,2,146,160,174,199,202,5.98333333333333,8.1,7.86666666666667,5.93333333333333,6.83333333333333,"TMS","SR","TMS","TMS","JJC",4,400
"420","RIS_N_2021","RIS_N","RIS","N",2021,1,0,0,1,0,0.63,0.38,0.88,0.38,0.38,2,3,1,2,1,150,167,179,186,200,8.2,6.98333333333333,6.13333333333333,6.21666666666667,6.1,"JNA","JEM","WPT","HKG","JJC",4,400
"421","RIS_S_2008","RIS_S","RIS","S",2008,0,0,0,1,0,0.63,0.13,0.63,0.38,0.88,4,3,4,4,2,134,141,148,150,165,9.56666666666667,8.2,6.55,8.28333333333333,9.01666666666667,"CW","CW","JF","SR","CW",6.03,603
"422","RIS_S_2009","RIS_S","RIS","S",2009,0,3,1,1,2,0.38,0.13,0.13,0.38,0.88,3,1,2,3,1,155,160,168,182,194,7.23333333333333,9.08333333333333,9,7.68333333333333,8.75,"JO","SR","EH","FP","EH",6.03,603
"423","RIS_S_2010","RIS_S","RIS","S",2010,1,2,1,0,0,0.13,0.13,0.63,0.38,0.13,4,2,4,4,2,144,148,161,168,181,9.41666666666667,6.98333333333333,8.43333333333333,9.11666666666667,9.06666666666667,"SR","SR","SR","TL","TL",5,500
"424","RIS_S_2011","RIS_S","RIS","S",2011,1,2,1,1,0,0.13,0.13,0.13,0.88,0.13,2,3,3,1,3,143,152,157,167,183,6.55,8.13333333333333,9.1,9.1,9.16666666666667,"CP","SR","SR","CP","CD",5,500
"425","RIS_S_2012","RIS_S","RIS","S",2012,1,1,0,0,0,0.38,0.38,0.13,0.88,0.13,3,3,2,2,4,139,145,157,173,180,7.13333333333333,8.01666666666667,8.03333333333333,6.86666666666667,9.11666666666667,"CD","SR","CD","SR","CD",5,500
"426","RIS_S_2013","RIS_S","RIS","S",2013,1,1,1,0,1,0.38,0.88,0.88,0.13,0.63,2,4,1,3,3,137,153,168,177,189,8.28333333333333,7.88333333333333,7.55,8.18333333333333,8.06666666666667,"SR","CD","AM","SR","SR",5,500
"427","RIS_S_2014","RIS_S","RIS","S",2014,4,0,1,0,2,0.13,0.13,0.13,0.38,0.13,2,3,2,3,1,138,152,164,182,197,6.6,6.81666666666667,8.25,8.85,6.93333333333333,"CD","CD","CD","CD","CD",5,500
"428","RIS_S_2015","RIS_S","RIS","S",2015,0,2,0,1,1,0.13,0.38,0.13,0.38,0.38,2,3,3,2,2,142,157,170,194,211,6.7,6.43333333333333,6.9,7.88333333333333,7.23333333333333,"BSV","BSV","SR","BSV","BSV",5,500
"429","RIS_S_2016","RIS_S","RIS","S",2016,0,0,2,4,5,0.38,0.63,0.38,0.13,0.38,1,3,2,3,2,151,163,180,195,213,7.1,8.26666666666667,9.61666666666667,7,8.38333333333333,"JJC","SR","SBN","SR","ACW",5,500
"430","RIS_S_2017","RIS_S","RIS","S",2017,6,0,1,2,2,0.13,0.13,0.38,0.13,0.13,1,3,3,1,3,150,161,174,190,206,6.76666666666667,6.8,7.85,9.46666666666667,8.13333333333333,"ALL","JJC","JD","JD","ALL",5,500
"431","RIS_S_2018","RIS_S","RIS","S",2018,4,2,2,1,1,0.13,0.63,0.88,0.38,0.13,2,2,1,1,3,146,160,174,189,201,6.51666666666667,8.5,8.21666666666667,6.4,7.53333333333333,"TMS","SR","TMS","TMS","JJC",5,500
"432","RIS_S_2021","RIS_S","RIS","S",2021,1,0,0,2,1,0.88,0.38,0.88,0.38,0.38,2,3,1,2,2,150,167,179,186,200,8.86666666666667,7.7,6.9,6.96666666666667,6.6,"JNA","JEM","WPT","HKG","JJC",5,500
"433","RIS_S_2022","RIS_S","RIS","S",2022,1,0,0,0,2,0.38,0.88,0.63,0.38,0.63,2,3,2,3,1,158,166,183,190,198,6.33333333333333,6.95,8.33333333333333,8.73333333333333,7.15,"HKG","WPT","JJC","NGP","HKG",5,500
"434","RNR_C_2017","RNR_C","RNR","C",2017,0,0,0,1,0,0.38,0.38,0.13,0.38,0.13,2,3,3,2,2,149,163,174,192,204,7.93333333333333,6.38333333333333,9.36666666666667,7.93333333333333,9.28333333333333,"JD","JJC","JD","JD","JJC",2.5,250
"435","RNR_E_2015","RNR_E","RNR","E",2015,0,0,1,0,0,0.38,0.13,0.88,0.63,0.63,2,2,2,2,2,148,160,181,190,210,6.66666666666667,6,8.91666666666667,8.83333333333333,8.51666666666667,"BSV","BSV","BSV","BSV","BSV",2.5,250
"436","RNR_W_2017","RNR_W","RNR","W",2017,1,0,0,0,0,0.38,0.38,0.13,0.38,0.38,2,3,2,1,3,149,163,174,192,204,8.31666666666667,6.71666666666667,9.61666666666667,8.25,9.68333333333333,"JD","JJC","JD","JD","JJC",2.5,250
"437","STE_N_2008","STE_N","STE","N",2008,1,1,1,0,1,0.13,0.38,0.13,0.88,0.88,2,2,1,2,1,133,136,142,156,161,7.83333333333333,9.48333333333333,8.23333333333333,7.63333333333333,7.78333333333333,"JF","CW","SR","JF","CW",1.89,188.72
"438","STE_N_2009","STE_N","STE","N",2009,0,0,1,2,1,0.63,0.88,0.38,0.13,0.13,1,3,3,1,1,152,159,169,173,183,8.5,7.58333333333333,6.58333333333333,8.81666666666667,6.51666666666667,"EH","JO","JL","EH","FP",1.89,188.72
"439","STE_N_2010","STE_N","STE","N",2010,0,0,0,0,2,0.38,0.13,0.63,0.13,0.38,4,3,4,1,3,142,148,165,180,189,8.05,8.01666666666667,8.15,9.23333333333333,9.25,"SR","SR","SR","TL","SR",2,200
"440","STE_N_2011","STE_N","STE","N",2011,0,0,0,1,2,0.13,0.13,0.13,0.13,0.13,2,3,3,1,3,143,152,158,167,182,7.3,9.1,6.95,8.18333333333333,9.06666666666667,"SR","SR","CP","SR","SR",2,200
"441","STE_N_2012","STE_N","STE","N",2012,0,1,0,3,1,0.13,0.13,0.38,0.13,0.13,3,2,2,3,3,142,150,159,170,178,10.1166666666667,8.26666666666667,7.81666666666667,7.53333333333333,7.61666666666667,"SR","CD","SR","CD","SR",2,200
"442","STE_N_2014","STE_N","STE","N",2014,0,3,0,1,1,0.38,0.63,0.88,0.38,0.38,2,2,3,3,2,140,151,163,181,199,6.5,9.66666666666667,8.13333333333333,8.96666666666667,7.4,"CD","CD","CD","CD","CD",2,200
"443","STE_N_2015","STE_N","STE","N",2015,0,0,2,0,1,0.13,0.63,0.13,0.13,0.38,3,3,2,4,2,147,157,170,194,214,6.71666666666667,8.58333333333333,6.08333333333333,6.51666666666667,8.53333333333333,"SR","SR","BSV","SR","JJC",2,200
"444","STE_N_2016","STE_N","STE","N",2016,0,0,1,2,0,0.13,0.13,0.38,0.38,0.38,2,2,1,2,1,149,164,180,192,212,6.25,9.01666666666667,7.2,9.41666666666667,6.58333333333333,"SR","JJC","SBN","JJC","ACW",2,200
"445","STE_N_2017","STE_N","STE","N",2017,2,2,0,1,0,0.88,0.38,0.13,0.13,0.38,1,2,1,1,1,149,163,175,188,202,7.65,6.1,7.61666666666667,6.01666666666667,6.51666666666667,"JJC","JD","ALL","JD","JJC",2,200
"446","STE_N_2018","STE_N","STE","N",2018,1,1,0,NA,1,0.13,0.88,0.88,0.37,0.63,4,4,1,2.29,3,146,160,174,182.77,199,7.96666666666667,6.38333333333333,6.4,7.79,8.4,"SR","JJC","TMS",NA,"JJC",2,200
"447","STE_S_2007","STE_S","STE","S",2007,5,1,0,1,1,0.13,0.88,0.13,0.13,0.13,1,3,1,2,2,145,150,166,177,183,8.16666666666667,7.98333333333333,7.86666666666667,6.68333333333333,8,"MN","CB","JF","FP","CW",3.92,392
"448","STE_S_2008","STE_S","STE","S",2008,0,0,1,0,0,0.13,0.38,0.13,0.88,0.88,2,2,1,2,1,133,136,142,156,161,8.05,9.35,8.38333333333333,7.66666666666667,7.9,"JF","CW","SR","CW","CW",3.92,392
"449","STE_S_2009","STE_S","STE","S",2009,0,0,0,0,1,0.63,0.38,0.38,0.13,0.13,1,3,3,1,2,152,159,169,173,183,8.65,7.3,6.7,9.03333333333333,6.63333333333333,"EH","JO","JL","EH","FP",3.92,392
"450","STE_S_2010","STE_S","STE","S",2010,0,0,1,0,0,0.38,0.13,0.63,0.13,0.38,4,2,4,1,3,142,148,165,180,189,8.63333333333333,8.65,8.8,8.93333333333333,10.15,"SR","SR","SR","TL","SR",3,300
"451","STE_S_2011","STE_S","STE","S",2011,1,0,0,0,0,0.13,0.13,0.13,0.38,0.37,3,3,4,1,3,143,152,158,167,182,7.91666666666667,9.65,7.58333333333333,8.78333333333333,9.58333333333333,"SR","SR","CP","SR","SR",3,300
"452","STE_S_2013","STE_S","STE","S",2013,0,1,0,3,0,0.13,0.88,0.63,0.13,0.63,3,1,3,3,3,144,156,163,181,189,9.08333333333333,9.03333333333333,9.46666666666667,8.7,9.23333333333333,"SR","AM","CD","AM","SR",3,300
"453","STE_S_2014","STE_S","STE","S",2014,1,1,0,0,3,0.38,0.38,0.88,0.38,0.38,3,3,4,3,2,140,151,163,181,199,6.4,9.48333333333333,8.05,8.83333333333333,8.1,"CD","CD","CD","CD","CD",3,300
"454","STE_S_2015","STE_S","STE","S",2015,1,0,1,0,0,0.13,0.63,0.13,0.13,0.38,3,3,2,4,2,147,157,170,194,214,6.56666666666667,9.1,6.81666666666667,7.11666666666667,9.53333333333333,"SR","SR","BSV","SR","JJC",3,300
"455","STE_S_2016","STE_S","STE","S",2016,0,1,0,1,1,0.13,0.13,0.38,0.38,0.38,3,2,1,2,1,149,164,180,192,212,6.86666666666667,9.71666666666667,8.4,8.43333333333333,6.98333333333333,"SR","JJC","SBN","JJC","ACW",3,300
"456","STE_S_2017","STE_S","STE","S",2017,1,0,1,0,1,0.63,0.38,0.13,0.38,0.13,2,2,2,2,2,149,163,175,188,202,7.86666666666667,7.15,7.25,6.78333333333333,7.46666666666667,"JJC","JD","ALL","JD","JJC",3,300
"457","STE_S_2018","STE_S","STE","S",2018,0,2,0,0,1,0.13,0.88,0.88,0.13,0.63,4,3,1,1,3,146,160,174,189,199,7.68333333333333,7.53333333333333,7.28333333333333,7.05,9.23333333333333,"SR","JJC","TMS","BJE","JJC",3,300
"458","STE_W_2007","STE_W","STE","W",2007,6,1,4,5,3,0.13,0.88,0.13,0.13,0.13,1,2,1,1,2,145,150,166,177,183,8.81666666666667,8.01666666666667,8.3,6.11666666666667,8.31666666666667,"MN","FP","JF","FP","CW",6.94,693.68
"459","STE_W_2008","STE_W","STE","W",2008,4,1,0,2,1,0.13,0.38,0.13,0.88,0.88,2,2,2,2,2,133,135,142,156,161,8.35,9.48333333333333,8.71666666666667,7.83333333333333,7.81666666666667,"JF","JF","SR","CW","SR",6.94,693.68
"460","STE_W_2009","STE_W","STE","W",2009,0,0,0,0,1,0.63,0.88,0.38,0.13,0.13,1,3,3,1,1,152,159,169,173,183,9.05,7,7.15,9.38333333333333,6.96666666666667,"EH","EH","JL","EH","FP",6.94,693.68
"461","STE_W_2010","STE_W","STE","W",2010,2,1,0,1,0,0.38,0.13,0.63,0.13,0.38,4,2,4,1,3,142,148,165,180,189,8.18333333333333,8.18333333333333,8.26666666666667,8.43333333333333,9.38333333333333,"SR","SR","SR","TL","SR",6,600
"462","STE_W_2011","STE_W","STE","W",2011,1,0,0,1,0,0.13,0.13,0.13,0.38,0.13,3,3,3,1,2.15,143,152,158,167,182,7.45,9.2,7.05,8.3,9.18333333333333,"SR","SR","CP","SR","SR",6,600
"463","STE_W_2012","STE_W","STE","W",2012,0,1,0,1,0,0.13,0.13,0.38,0.13,0.13,3,2,2,4,3,142,150,159,170,178,9.36666666666667,7.55,7.96666666666667,6.85,6.96666666666667,"SR","CD","SR","CD","SR",6,600
"464","STE_W_2013","STE_W","STE","W",2013,1,2,1,2,2,0.13,0.88,0.38,0.13,0.63,4,1,3,3,3,144,156,163,181,189,8.75,8.38333333333333,8.58333333333333,8.03333333333333,8.8,"SR","AM","CD","AM","SR",6,600
"465","STE_W_2014","STE_W","STE","W",2014,2,4,4,3,1,0.38,0.63,0.88,0.38,0.38,3,3,4,4,2,140,151,163,181,199,5.98333333333333,9.06666666666667,7.58333333333333,8.28333333333333,7.56666666666667,"CD","CD","CD","CD","CD",6,600
"466","STE_W_2015","STE_W","STE","W",2015,1,3,3,2,2,0.13,0.63,0.13,0.13,0.38,3,3,2,4,2,147,157,170,194,214,7,8.68333333333333,6.26666666666667,6.61666666666667,8.98333333333333,"SR","SR","BSV","SR","JJC",6,600
"467","STE_W_2016","STE_W","STE","W",2016,1,2,0,4,3,0.13,0.13,0.38,0.38,0.38,2,2,2,2,1,149,164,180,192,212,6.38333333333333,9.21666666666667,7.73333333333333,8.86666666666667,7.78333333333333,"SR","JJC","SBN","JJC","ACW",6,600
"468","STE_W_2017","STE_W","STE","W",2017,2,4,6,0,3,0.63,0.38,0.13,0.13,0.38,3,3,2,1,1,149,163,175,188,202,8.43333333333333,6.46666666666667,6.56666666666667,6.16666666666667,6.93333333333333,"JJC","JD","ALL","JD","JJC",6,600
"469","STE_W_2018","STE_W","STE","W",2018,1,4,5,2,1,0.13,0.88,0.88,0.13,0.63,4,3,1,1,4,146,160,174,189,199,7.28333333333333,6.81666666666667,6.8,6.48333333333333,8.71666666666667,"SR","JJC","TMS","BJE","JJC",6,600
"470","BSH_C_2017","BSH_C","BSH","C",2017,0,0,0,0,0,0.13,0.13,0.13,0.13,0.13,2,4,2,1,2,146,162,178,190,205,9.18333333333333,6.51666666666667,8.6,8.55,8.66666666666667,"JD","ALL","ALL","JJC","JD",2,200
"471","BSH_C_2021","BSH_C","BSH","C",2021,0,0,0,0,0,0.13,0.38,0.88,0.13,0.13,2,2,1,1,1,154,167,179,186,199,7.66666666666667,6.56666666666667,8.31666666666667,7.28333333333333,9.3,"WPT","JJC","JEM","JNA","JEM",2,200
"472","BSH_C_2022","BSH_C","BSH","C",2022,0,0,0,0,0,0.63,0.38,0.38,0.63,0.63,2,3,1,2,4,158,169,179,190,196,8.56666666666667,8.9,7.03333333333333,7.98333333333333,9,"JJC","HKG","JLS","JJC","NGP",2,200
"473","BSH_C_2023","BSH_C","BSH","C",2023,0,0,0,0,0,0.13,0.13,0.13,0.13,0.13,3,3,1,1,1,154,172,184,191,194,9.18333333333333,8.83333333333333,7.7,6.88333333333333,8.7,"WPT","JJC","JJC","JLS","HKG",2,200
"474","BSH_N_2016","BSH_N","BSH","N",2016,0,0,0,0,0,0.88,0.13,0.38,0.13,0.38,4,1,3,3,1,149,165,180,193,209,7.5,7.31666666666667,6.83333333333333,8.76666666666667,7.76666666666667,"SBN","JJC","SR","SBN","ACW",2,200
"475","BSH_N_2021","BSH_N","BSH","N",2021,0,0,0,0,0,0.13,0.38,0.88,0.13,0.13,2,2,1,1,1,154,167,179,186,199,7.21666666666667,6.3,8.01666666666667,6.86666666666667,8.9,"WPT","JJC","JEM","JNA","JEM",2,200
"476","BSH_N_2022","BSH_N","BSH","N",2022,0,0,0,0,0,0.63,0.38,0.38,0.63,0.63,2,3,1,2,4,158,169,179,190,196,8.36666666666667,8.63333333333333,6.75,7.75,9.2,"JJC","HKG","JLS","JJC","NGP",2,200
"477","BSH_N_2023","BSH_N","BSH","N",2023,0,0,0,0,0,0.13,0.13,0.13,0.13,0.13,3,3,1,1,1,154,172,184,191,194,8.95,8.7,7.56666666666667,6.65,8.5,"WPT","JJC","JJC","JLS","HKG",2,200
"478","BSH_S_2014","BSH_S","BSH","S",2014,0,0,NA,NA,NA,0.13,0.13,0.43,0.37,0.37,1,2,2.32,2.29,2.15,184,200,169.67,182.77,195.25,6.08333333333333,7.78333333333333,7.59,7.79,7.82,"CD","ORG",NA,NA,NA,2,200
"479","BSH_S_2016","BSH_S","BSH","S",2016,0,0,0,0,0,0.63,0.13,0.38,0.13,0.38,1,1,2,3,1,149,165,180,193,209,6.65,6.53333333333333,6.46666666666667,7.75,6.96666666666667,"SBN","JJC","SR","SBN","ACW",2,200
"480","BSH_S_2017","BSH_S","BSH","S",2017,0,0,0,0,0,0.13,0.13,0.13,0.13,0.13,1,3,2,2,2,146,162,178,190,205,9.5,6.81666666666667,8.8,8.8,8.88333333333333,"JD","ALL","ALL","JJC","JD",2,200
"481","BSH_S_2021","BSH_S","BSH","S",2021,0,0,0,0,0,0.13,0.38,0.88,0.13,0.13,2,2,1,1,1,154,167,179,186,199,8.06666666666667,6.83333333333333,8.61666666666667,7.65,9.6,"WPT","JJC","JEM","JNA","JEM",2,200
"482","BSH_S_2022","BSH_S","BSH","S",2022,0,0,0,0,0,0.38,0.38,0.38,0.38,0.63,2,3,1,2,4,158,169,179,190,196,8.93333333333333,9.16666666666667,7.43333333333333,8.15,8.8,"JJC","HKG","JLS","JJC","NGP",2,200
"483","BSH_S_2023","BSH_S","BSH","S",2023,0,0,0,0,0,0.13,0.13,0.13,0.13,0.13,3,3,1,2,1,154,172,184,191,194,9.5,9.01666666666667,7.88333333333333,7.23333333333333,8.93333333333333,"WPT","JJC","JJC","JLS","HKG",2,200
"484","DUN_C_2014","DUN_C","DUN","C",2014,0,NA,NA,NA,NA,0.38,0.37,0.43,0.37,0.37,1,2.4,2.32,2.29,2.15,210,158.38,169.67,182.77,195.25,9.56666666666667,7.61,7.59,7.79,7.82,"SBN",NA,NA,NA,NA,3,300
"485","DUN_C_2016","DUN_C","DUN","C",2016,0,0,0,0,0,0.38,0.38,0.63,0.13,0.38,1,2,2,1,3,153,166,177,197,213,7.83333333333333,6.96666666666667,7.33333333333333,7.16666666666667,8.63333333333333,"JJC","SBN","JJC","SBN","SR",3,300
"486","DUN_E_2014","DUN_E","DUN","E",2014,0,NA,NA,NA,NA,0.13,0.37,0.43,0.37,0.37,1,2.4,2.32,2.29,2.15,210,158.38,169.67,182.77,195.25,8.18333333333333,7.61,7.59,7.79,7.82,"SBN",NA,NA,NA,NA,3,300
"487","DUN_E_2017","DUN_E","DUN","E",2017,0,0,0,0,0,0.13,0.13,0.13,0.13,0.13,1,1,2,1,1,150,160,176,188,203,5.88333333333333,6.43333333333333,5.96666666666667,6.21666666666667,6.61666666666667,"JD","JJC","JD","ALL","JJC",3,300
"488","FRN_E_2014","FRN_E","FRN","E",2014,0,0,NA,NA,NA,0.38,0.63,0.43,0.37,0.37,2,3,2.32,2.29,2.15,177,191,169.67,182.77,195.25,6.26666666666667,6.98333333333333,7.59,7.79,7.82,"CD","CD",NA,NA,NA,2,200
"489","FRN_E_2016","FRN_E","FRN","E",2016,0,0,0,0,0,0.38,0.63,0.38,0.13,0.13,1,2,3,3,2,153,166,177,192,213,8.93333333333333,9.53333333333333,8.38333333333333,7.16666666666667,6.78333333333333,"JJC","SBN","JJC","SR","SR",2,200
"490","FRN_W_2015","FRN_W","FRN","W",2015,0,0,0,0,0,0.13,0.88,0.13,0.38,0.88,2,3,2,2,2,147,163,180,191,215,8.13333333333333,9.15,6.91666666666667,9.08333333333333,9.23333333333333,"SBN","BSV","BSV","BSV","BSV",2,200
"491","FRN_W_2016","FRN_W","FRN","W",2016,0,0,0,0,0,0.38,0.63,0.38,0.13,0.13,1,3,3,4,2,153,166,177,192,213,9.2,9.78333333333333,8.66666666666667,7.45,7,"JJC","SBN","JJC","SR","SR",2,200
"492","FRS_E_2015","FRS_E","FRS","E",2015,0,0,0,0,0,0.88,0.88,0.13,0.88,0.13,3,3,2,2,4,149,163,179,196,223,7.8,6.4,7.98333333333333,9.31666666666667,9.01666666666667,"SBN","BSV","BSV","BSV","SBN",2,200
"493","FRS_E_2016","FRS_E","FRS","E",2016,0,0,0,0,0,0.63,0.38,0.38,0.13,0.63,2,2,1,2,3,152,166,179,197,217,6.88333333333333,8.4,6.65,9.08333333333333,7.03333333333333,"SBN","SBN","SBN","SBN","SBN",2,200
"494","FRS_N_2014","FRS_N","FRS","N",2014,0,NA,NA,NA,NA,0.63,0.37,0.43,0.37,0.37,2,2.4,2.32,2.29,2.15,177,158.38,169.67,182.77,195.25,7.86666666666667,7.61,7.59,7.79,7.82,"CD",NA,NA,NA,NA,2,200
"495","FRS_N_2015","FRS_N","FRS","N",2015,0,0,0,0,0,0.88,0.88,0.13,0.88,0.13,3,3,3,2,3,149,163,179,196,223,8.16666666666667,6.76666666666667,8.31666666666667,9.71666666666667,9.25,"SBN","BSV","BSV","BSV","SBN",2,200
"496","FRS_W_2015","FRS_W","FRS","W",2015,0,0,0,0,0,0.88,0.88,0.13,0.88,0.13,3,3,2,2,3,149,163,179,196,223,8.55,7.01666666666667,8.6,10.05,9.48333333333333,"SBN","BSV","BSV","BSV","SBN",2,200
"497","GIL_C_2009","GIL_C","GIL","C",2009,0,0,0,0,0,0.88,0.63,0.38,0.13,0.63,3,1,2,2,2,146,156,162,173,181,6.96666666666667,6.78333333333333,7.95,9.31666666666667,6.98333333333333,"EH","FP","FP","JL","EH",3.75,375.3
"498","GIL_C_2011","GIL_C","GIL","C",2011,0,0,0,0,0,0.63,0.63,0.13,0.88,0.13,4,3,3,3,3,140,147,157,171,182,7.76666666666667,8.46666666666667,6.91666666666667,7.45,8.16666666666667,"SR","SR","SR","CD","SR",3,300
"499","GIL_C_2015","GIL_C","GIL","C",2015,0,0,0,0,0,0.38,0.63,0.13,0.13,0.38,2,2,3,4,1,148,157,174,194,213,6.41666666666667,7.71666666666667,7.86666666666667,7.61666666666667,7.55,"SR","SR","BSV","SR","JJC",3,300
"500","GIL_C_2021","GIL_C","GIL","C",2021,0,0,0,0,0,0.38,0.13,0.63,0.88,0.13,2,2,1,2,1,153,166,178,190,201,8.5,9.13333333333333,8.53333333333333,8.55,8.75,"JJC","WPT","JEM","JNA","JEM",3,300
"501","GIL_C_2022","GIL_C","GIL","C",2022,0,0,0,0,0,0.38,0.88,0.13,0.88,0.63,2,3,2,1,1,154,168,180,189,198,7.73333333333333,7.23333333333333,6.63333333333333,9.33333333333333,6.21666666666667,"JJC","WPT","JJC","HKG","JJC",3,300
"502","GIL_C_2023","GIL_C","GIL","C",2023,0,0,0,0,0,0.38,0.13,0.88,0.38,0.13,3,3,3,1,1,155,168,179,190,194,6.51666666666667,7.16666666666667,6.86666666666667,6.75,7.35,"WPT","JJC","WPT","HKG","JJC",3,300
"503","GIL_N_2010","GIL_N","GIL","N",2010,0,0,0,0,0,0.38,0.13,0.63,0.38,0.38,3,1,3,5,3,142,149,161,177,189,7.18333333333333,6.81666666666667,6.95,7.4,8.2,"SR","TL","SR","SR","SR",3,300
"504","GIL_N_2015","GIL_N","GIL","N",2015,0,0,0,0,0,0.38,0.63,0.13,0.13,0.38,2,3,3,4,1,148,157,174,194,213,6.5,7.8,7.93333333333333,7.68333333333333,7.68333333333333,"SR","SR","BSV","SR","JJC",3,300
"505","GIL_N_2023","GIL_N","GIL","N",2023,0,0,0,0,0,0.38,0.13,0.88,0.38,0.13,3,3,3,1,1,155,168,179,190,194,6.7,7.35,7.08333333333333,6.95,7.5,"WPT","JJC","WPT","HKG","JJC",3,300
"506","GIL_S_2007","GIL_S","GIL","S",2007,0,0,0,0,0,0.38,0.38,0.13,0.13,0.13,3,3,2,2,3,142,149,159,166,177,7.31666666666667,7.21666666666667,6.15,7.05,8,"CB","JF","CW","FP","CW",1.51,150.84
"507","GIL_S_2009","GIL_S","GIL","S",2009,0,0,0,0,0,0.88,0.63,0.38,0.13,0.63,3,1,2,2,2,146,156,162,173,181,6.75,6.66666666666667,7.76666666666667,9.61666666666667,6.81666666666667,"EH","FP","FP","JL","EH",1.51,150.84
"508","GIL_S_2011","GIL_S","GIL","S",2011,0,0,0,0,0,0.88,0.63,0.13,0.88,0.13,4,3,2.32,3,2.15,140,147,157,171,182,7.61666666666667,8.33333333333333,7.56666666666667,7.11666666666667,8.06666666666667,"SR","SR","SR","CD","SR",2,200
"509","GIL_S_2012","GIL_S","GIL","S",2012,0,0,0,0,0,0.13,0.13,0.38,0.63,0.13,1,1,2.32,1,3,142,150,159,173,181,7.15,6.06666666666667,6.7,6.38333333333333,8.96666666666667,"SR","CD","SR","CD","CD",2,200
"510","GIL_S_2014","GIL_S","GIL","S",2014,0,0,0,0,0,0.13,0.63,0.13,0.13,0.63,3,2,2,1,1,140,151,164,181,199,6.78333333333333,7.73333333333333,9.1,7.03333333333333,6.3,"CD","CD","CD","CD","CD",1.75,175
"511","GIL_S_2015","GIL_S","GIL","S",2015,0,0,0,0,0,0.38,0.63,0.13,0.13,0.38,2,2,3,4,1,148,157,174,194,213,6.28333333333333,7.61666666666667,7.76666666666667,7.5,7.31666666666667,"SR","SR","BSV","SR","JJC",1.75,175
"512","GIL_S_2017","GIL_S","GIL","S",2017,0,0,0,0,0,0.13,0.13,0.13,0.13,0.38,2,3,2,2,1,148,161,175,188,201,9,7.31666666666667,6.23333333333333,7.43333333333333,6.66666666666667,"ALL","JD","JJC","JD","JJC",1.75,175
