"","past_pat_year","past_pat","pasture_id","patch_id","year","HESP_1","HESP_2","HESP_3","HESP_4","HESP_5","clouds_1","clouds_2","clouds_3","clouds_4","clouds_5","wind_1","wind_2","wind_3","wind_4","wind_5","julian_date_1","julian_date_2","julian_date_3","julian_date_4","julian_date_5","start_time_1","start_time_2","start_time_3","start_time_4","start_time_5","observer_1","observer_2","observer_3","observer_4","observer_5","area_surveyed","transect_length"
"412","PAW_S_2013","PAW_S","PAW","S",2013,0,0,0,0,0,0.38,0.13,0.63,0.13,0.13,4,3,2,4,2,148,157,168,180,195,8.36666666666667,8.53333333333333,6.5,7.21666666666667,6.76666666666667,"SR","SR","CD","CD","AM",3,300
"413","PAW_W_2008","PAW_W","PAW","W",2008,0,0,0,0,0,0.13,0.38,0.63,0.88,0.88,2,5,3,3,2,135,141,146,157,165,7.85,6.96666666666667,6.45,9.05,7.91666666666667,"CW","CW","CW","SR","SR",4.04,403.73
"414","PAW_W_2013","PAW_W","PAW","W",2013,0,0,0,0,0,0.38,0.13,0.63,0.13,0.13,4,3,2,3,1,148,157,168,180,195,8.5,8.68333333333333,6.76666666666667,7.35,7.11666666666667,"SR","SR","CD","CD","AM",3,300
"415","PAW_W_2017","PAW_W","PAW","W",2017,0,0,0,0,0,0.13,0.13,0.13,0.38,0.13,1,1,3,3,2,151,160,176,188,203,6.83333333333333,6.66666666666667,8.33333333333333,8.6,9.03333333333333,"JJC","ALL","JD","ALL","JJC",3,300
"416","PYN_N_2007","PYN_N","PYN","N",2007,0,0,0,0,0,0.13,0.13,0.38,0.88,0.13,1,2,3,2,4,141,149,163,169,176,8.8,6.9,6.73333333333333,7.25,8.45,"CW","FP","JF","FP","CW",4.47,447
"417","PYN_N_2008","PYN_N","PYN","N",2008,0,0,0,0,0,0.63,0.13,0.63,0.63,0.13,2,1,5,1,1,136,142,148,161,191,6.75,7.58333333333333,7.95,6.68333333333333,6.88333333333333,"CW","JF","CW","CW","CW",4.47,447
"418","PYN_N_2009","PYN_N","PYN","N",2009,0,0,0,0,0,0.63,0.13,0.88,0.13,0.13,4,4,3,4,3,154,159,167,169,181,8.25,9.2,8.58333333333333,8.8,9.25,"JO","SR","SR","SR","EH",4.47,447
"419","PYN_N_2010","PYN_N","PYN","N",2010,0,0,0,0,0,0.13,0.63,0.63,0.63,0.63,3,3,3,3,2,144,158,174,189,196,6.96666666666667,9.4,9.8,9,8.18333333333333,"SR","SR","SR","TH","TL",4,400
"420","PYN_N_2011","PYN_N","PYN","N",2011,0,0,0,0,0,0.38,0.13,0.13,0.38,0.13,4,4,4,4,1,140,154,158,171,182,8.28333333333333,8,9.16666666666667,7.56666666666667,7.76666666666667,"CP","SR","CP","SR","CD",4,400
"421","PYN_N_2012","PYN_N","PYN","N",2012,0,0,0,0,0,0.63,0.38,0.38,0.63,0.13,4,3,3,2,4,141,148,158,167,178,7.76666666666667,7.35,7.85,7.68333333333333,8.53333333333333,"TL","CD","SR","CD","SR",4,400
"422","PYN_N_2013","PYN_N","PYN","N",2013,0,0,0,0,0,0.38,0.13,0.38,0.13,0.88,2,1,3,3,3,137,154,163,177,188,7.7,8.46666666666667,7.73333333333333,9.68333333333333,7.83333333333333,"CD","SR","AM","AM","AM",4,400
"423","PYN_N_2014","PYN_N","PYN","N",2014,0,0,0,0,0,0.13,0.88,0.13,0.88,0.38,1,4,1,3,2,138,149,164,182,197,6.88333333333333,8.03333333333333,6.8,7.38333333333333,9.63333333333333,"SR","CD","CD","CD","CD",4,400
"424","PYN_N_2015","PYN_N","PYN","N",2015,0,0,0,0,0,0.88,0.13,0.38,0.63,0.38,3,3,3,2,2,143,159,171,190,213,8.81666666666667,9.11666666666667,8.21666666666667,7.61666666666667,8.83333333333333,"BSV","BSV","SR","BSV","SR",4,400
"425","PYN_N_2016","PYN_N","PYN","N",2016,0,0,0,0,0,0.13,0.63,0.38,0.38,0.13,2,2,1,3,1,151,168,179,193,216,7.2,8.35,7.01666666666667,6.96666666666667,7.96666666666667,"SR","SBN","JJC","ACW","JJC",4,400
"426","PYN_N_2017","PYN_N","PYN","N",2017,0,NA,0,0,0,0.38,0.37,0.13,0.88,0.13,1,2.4,3,1,2,152,158.38,175,192,201,7.18333333333333,7.61,8.11666666666667,6.31666666666667,7.15,"ALL",NA,"ALL","JD","ALL",4,400
"427","PYN_N_2018","PYN_N","PYN","N",2018,0,0,0,0,0,0.63,0.88,0.88,0.13,0.63,2,2,1,3,1,145,160,174,188,199,7.96666666666667,7.53333333333333,7.98333333333333,7.7,7.65,"JJC","TMS","JJC","BJE","TMS",4,400
"428","PYN_N_2021","PYN_N","PYN","N",2021,0,0,0,0,0,0.13,0.38,0.38,0.38,0.13,1,2,3,2,1,154,165,178,189,201,6.7,6.91666666666667,6.56666666666667,7.33333333333333,8.16666666666667,"JJC","JEM","WPT","JJC","JJC",4,400
"429","PYN_N_2022","PYN_N","PYN","N",2022,0,0,0,0,0,0.63,0.38,0.38,0.13,0.88,3,3,3,2,5,156,169,177,191,196,6.83333333333333,6.71666666666667,7.03333333333333,8.08333333333333,7.06666666666667,"WPT","JLS","NGP","JJC","HKG",4,400
"430","PYN_N_2023","PYN_N","PYN","N",2023,0,0,0,0,0,0.13,0.13,0.63,0.88,0.13,3,1,3,3,2,155,170,183,189,195,8.7,7.78333333333333,6.95,8.01666666666667,6.83333333333333,"WPT","JJC","JLS","JLS","JJC",4,400
"431","PYN_S_2009","PYN_S","PYN","S",2009,0,0,0,0,0,0.63,0.13,0.88,0.13,0.13,4,4,3,4,3,154,159,167,169,181,8.53333333333333,9.43333333333333,9.06666666666667,8.9,9.51666666666667,"JO","SR","SR","SR","EH",3.89,389
"432","PYN_S_2010","PYN_S","PYN","S",2010,0,0,0,0,0,0.13,0.63,0.63,0.63,0.63,3,3,3,3,1,144,158,174,189,196,7.16666666666667,9.53333333333333,9.9,9.13333333333333,8.43333333333333,"SR","SR","SR","TH","TL",3,300
"433","PYN_S_2012","PYN_S","PYN","S",2012,0,0,0,0,0,0.38,0.13,0.38,0.63,0.13,4,3,3,2,4,141,148,158,167,178,8.03333333333333,7.53333333333333,7.98333333333333,7.9,8.71666666666667,"TL","CD","SR","CD","SR",3,300
"434","PYN_S_2013","PYN_S","PYN","S",2013,0,0,0,0,0,0.38,0.13,0.38,0.13,0.88,2,1,3,3,3,137,154,163,177,188,7.85,8.56666666666667,7.98333333333333,9.8,8.05,"CD","SR","AM","AM","AM",3,300
"435","PYN_S_2014","PYN_S","PYN","S",2014,0,0,0,0,0,0.13,0.88,0.13,0.88,0.38,1,3,2,3,2,138,149,164,182,197,7,8.21666666666667,7.05,7.53333333333333,9.75,"SR","CD","CD","CD","CD",3,300
"436","PYN_S_2015","PYN_S","PYN","S",2015,0,0,0,0,0,0.88,0.13,0.13,0.63,0.38,3,2,3,2,2,143,159,171,190,213,9.03333333333333,9.28333333333333,8.31666666666667,7.83333333333333,8.96666666666667,"BSV","BSV","SR","BSV","SR",3,300
"437","PYN_S_2016","PYN_S","PYN","S",2016,0,0,0,0,0,0.13,0.38,0.38,0.38,0.13,2,3,1,3,1,151,168,179,193,216,7.31666666666667,8.56666666666667,7.23333333333333,7.18333333333333,8.23333333333333,"SR","SBN","JJC","ACW","JJC",3,300
"438","PYN_S_2018","PYN_S","PYN","S",2018,0,0,0,0,0,0.63,0.88,0.88,0.13,0.63,3,2,1,3,1,145,160,174,188,199,8.13333333333333,7.75,8.18333333333333,7.96666666666667,7.81666666666667,"JJC","TMS","JJC","BJE","TMS",3,300
"439","PYN_S_2021","PYN_S","PYN","S",2021,0,0,0,0,0,0.13,0.38,0.38,0.38,0.13,1,2,3,2,1,154,165,178,189,201,6.96666666666667,7.33333333333333,6.93333333333333,7.55,8.43333333333333,"JJC","JEM","WPT","JJC","JJC",3,300
"440","PYN_S_2022","PYN_S","PYN","S",2022,0,0,0,0,0,0.63,0.38,0.38,0.13,0.88,1,2,3,2,4,156,169,177,191,196,7.18333333333333,6.95,7.35,8.26666666666667,7.23333333333333,"WPT","JLS","NGP","JJC","HKG",3,300
"441","PYN_S_2023","PYN_S","PYN","S",2023,0,0,0,0,0,0.13,0.13,0.63,0.88,0.13,3,1,3,3,1,155,170,179,189,195,9.45,8.31666666666667,7.31666666666667,8.41666666666667,7.01666666666667,"WPT","JJC","JLS","JLS","JJC",3,300
"442","PYN_W_2008","PYN_W","PYN","W",2008,0,0,0,0,0,0.63,0.13,0.63,0.63,0.13,2,1,5,1,1,136,142,148,161,191,6.21666666666667,7.11666666666667,7.51666666666667,6.28333333333333,6.4,"CW","JF","CW","CW","CW",5.04,504.05
"443","PYN_W_2009","PYN_W","PYN","W",2009,0,0,0,0,0,0.63,0.13,0.88,0.13,0.13,4,4,3,4,3,154,159,167,169,181,7.66666666666667,8.93333333333333,8.16666666666667,8.4,8.68333333333333,"JO","SR","SR","SR","EH",5.04,504.05
"444","PYN_W_2010","PYN_W","PYN","W",2010,0,0,0,0,0,0.13,0.63,0.63,0.63,0.63,3,3,3,3,2,144,158,174,189,196,6.51666666666667,8.98333333333333,9.4,8.88333333333333,7.83333333333333,"SR","SR","SR","TH","TL",3,300
"445","PYN_W_2011","PYN_W","PYN","W",2011,0,0,0,0,0,0.63,0.13,0.13,0.88,0.13,4,4,4,4,2,140,154,158,171,182,7.58333333333333,7.6,8.95,7.18333333333333,7.41666666666667,"CP","SR","CP","SR","CD",3,300
"446","PYN_W_2014","PYN_W","PYN","W",2014,0,0,0,0,0,0.13,0.88,0.13,0.88,0.38,1,3,2,3,3,138,149,164,182,197,6.58333333333333,7.93333333333333,6.41666666666667,7,9.55,"SR","CD","CD","CD","CD",3,300
"447","PYN_W_2015","PYN_W","PYN","W",2015,0,0,0,0,0,0.88,0.13,0.38,0.63,0.38,3,3,3,2,2,143,159,171,190,213,8.41666666666667,8.6,7.83333333333333,7.16666666666667,8.5,"BSV","BSV","SR","BSV","SR",3,300
"448","PYN_W_2016","PYN_W","PYN","W",2016,0,0,0,0,0,0.13,0.63,0.38,0.38,0.13,2,2,1,3,1,151,168,179,193,216,6.85,7.83333333333333,6.48333333333333,6.25,7.6,"SR","SBN","JJC","ACW","JJC",3,300
"449","PYN_W_2017","PYN_W","PYN","W",2017,0,0,0,0,0,0.38,0.13,0.13,0.88,0.13,1,2,3,1,2,152,160,175,192,201,6.75,8.81666666666667,8,6.01666666666667,6.7,"ALL","JJC","ALL","JD","ALL",3,300
"450","PYN_W_2018","PYN_W","PYN","W",2018,0,0,0,0,0,0.38,0.88,0.88,0.13,0.63,2,3,1,3,1,145,160,174,188,199,7.6,7.05,7.58333333333333,7.33333333333333,7.28333333333333,"JJC","TMS","JJC","BJE","TMS",3,300
"451","PYN_W_2021","PYN_W","PYN","W",2021,0,0,0,0,0,0.13,0.38,0.38,0.38,0.13,1,1,3,1,1,154,165,178,189,201,6.21666666666667,6.4,6.4,7.13333333333333,7.83333333333333,"JJC","JEM","WPT","JJC","JJC",3,300
"452","PYN_W_2022","PYN_W","PYN","W",2022,0,0,0,0,0,0.63,0.38,0.38,0.13,0.88,3,1,3,1,4,156,168,177,191,198,6.33333333333333,6.98333333333333,6.38333333333333,7.66666666666667,6.61666666666667,"WPT","JJC","NGP","JJC","HKG",3,300
"453","PYN_W_2023","PYN_W","PYN","W",2023,0,0,0,0,0,0.13,0.13,0.88,0.88,0.13,3,1,1,3,1,155,170,179,189,195,8.51666666666667,7.28333333333333,8,7.55,6.56666666666667,"WPT","JJC","JLS","JLS","JJC",3,300
"454","PYS_N_2008","PYS_N","PYS","N",2008,0,0,0,0,0,0.38,0.13,0.63,0.88,0.38,4,2,2,3,2,129,142,147,160,177,9.1,8.51666666666667,8.58333333333333,7.4,8.98333333333333,"JF","CW","JF","CW","JF",3.69,369.33
"455","PYS_N_2009","PYS_N","PYS","N",2009,0,0,0,0,0,0.13,0.88,0.38,0.38,0.88,3,3,3,2,4,138,162,169,182,190,6.61666666666667,6.61666666666667,7.15,6.48333333333333,9.56666666666667,"EH","FP","SR","FP","SR",3.69,369.33
"456","PYS_N_2010","PYS_N","PYS","N",2010,0,0,0,0,0,0.13,0.13,0.63,0.63,0.38,1,1,2,3,4,139,149,158,174,189,7.78333333333333,8.66666666666667,7.66666666666667,8.71666666666667,8.26666666666667,"TL","TL","SR","SR","TH",3,300
"457","PYS_N_2012","PYS_N","PYS","N",2012,0,0,0,0,0,0.63,0.13,0.88,0.63,0.13,5,3,3,2,3,141,148,158,167,181,9.3,8.33333333333333,8.98333333333333,9.06666666666667,8.43333333333333,"TL","CD","SR","CD","SR",3,300
"458","PYS_N_2014","PYS_N","PYS","N",2014,0,0,0,0,0,0.13,0.88,0.63,0.38,0.13,1,3,3,4,2,138,149,167,181,199,7.51666666666667,6.5,7.9,9.76666666666667,9.03333333333333,"SR","CD","CD","CD","CD",3,300
"459","PYS_N_2015","PYS_N","PYS","N",2015,0,0,0,0,0,0.88,0.13,0.38,0.63,0.38,2,2,3,2,2,143,159,171,196,213,7.86666666666667,8,7.11666666666667,9.58333333333333,7.71666666666667,"BSV","BSV","SR","SBN","SR",3,300
"460","PYS_N_2018","PYS_N","PYS","N",2018,0,0,0,0,0,0.63,0.88,0.63,0.13,0.63,3,2,1,3,3,145,160,174,188,199,8.68333333333333,8.53333333333333,9.7,8.63333333333333,8.35,"JJC","TMS","JJC","BJE","TMS",3,300
"461","PYS_N_2021","PYS_N","PYS","N",2021,0,0,0,0,0,0.13,0.63,0.63,0.38,0.13,2,2,2,3,1,154,165,178,189,201,9.66666666666667,9.61666666666667,8.83333333333333,8.05,9.65,"JJC","JEM","WPT","JJC","JJC",3,300
"462","PYS_N_2022","PYS_N","PYS","N",2022,0,0,0,0,0,0.63,0.13,0.38,0.13,0.88,3,3,1,1,4,156,170,177,191,196,9.06666666666667,7.33333333333333,6.73333333333333,6.83333333333333,8.6,"WPT","NGP","HKG","JJC","HKG",3,300
"463","PYS_N_2023","PYS_N","PYS","N",2023,0,0,0,0,0,0.13,0.13,0.63,0.88,0.13,3,1,2,3,3,157,174,179,189,195,8.63333333333333,7.26666666666667,7.23333333333333,9.03333333333333,7.88333333333333,"WPT","JJC","JLS","JLS","JJC",3,300
"464","PYS_S_2009","PYS_S","PYS","S",2009,0,0,0,0,0,0.13,0.63,0.38,0.13,0.88,4,3,3,3,4,138,162,169,181,190,8.03333333333333,7.25,6.7,9.66666666666667,9.08333333333333,"EH","FP","SR","JL","SR",3.37,337
"465","PYS_S_2011","PYS_S","PYS","S",2011,0,0,0,0,0,0.63,0.13,0.13,0.63,0.38,4,4,4,4,2,139,154,158,171,182,7.21666666666667,8.9,8.1,8.3,6.41666666666667,"SR","CD","CP","SR","CD",3,300
"466","PYS_S_2012","PYS_S","PYS","S",2012,0,0,0,0,0,0.63,0.13,0.88,0.38,0.38,4,3,3,1,4,141,148,158,167,181,8.75,7.9,8.48333333333333,8.58333333333333,7.9,"TL","CD","SR","CD","SR",3,300
"467","PYS_S_2013","PYS_S","PYS","S",2013,0,0,0,0,0,0.38,0.13,0.38,0.13,0.63,3,2,3,3,3,137,154,163,177,188,8.35,9.03333333333333,8.76666666666667,9.15,8.78333333333333,"CD","SR","AM","SR","AM",3,300
"468","PYS_S_2014","PYS_S","PYS","S",2014,0,0,0,0,0,0.13,0.88,0.88,0.38,0.38,2,2,2,2,2,138,149,167,181,199,7.61666666666667,6.1,7.5,9.28333333333333,8.61666666666667,"SR","CD","CD","CD","CD",3,300
"469","PYS_S_2017","PYS_S","PYS","S",2017,0,0,0,0,0,0.88,0.13,0.13,0.13,0.13,3,3,3,2,2,149,163,175,189,201,7.55,7.75,9.36666666666667,7.26666666666667,8.1,"SR","JD","ALL","SR","JJC",3,300
"470","PYS_S_2018","PYS_S","PYS","S",2018,0,0,NA,0,0,0.63,0.88,0.43,0.13,0.63,3,2,2.32,3,3,145,160,169.67,188,199,8.86666666666667,9.08333333333333,7.59,8.76666666666667,8.46666666666667,"JJC","TMS",NA,"BJE","TMS",3,300
"471","PYS_S_2021","PYS_S","PYS","S",2021,0,0,0,0,0,0.13,0.38,0.63,0.38,0.13,2,2,2,3,1,154,165,178,189,201,9.26666666666667,8.71666666666667,7.88333333333333,8.21666666666667,9.06666666666667,"JJC","JEM","WPT","JJC","JJC",3,300
"472","PYS_S_2022","PYS_S","PYS","S",2022,0,0,0,0,0,0.88,0.13,0.38,0.13,0.88,3,3,2,1,4,156,170,177,191,196,8.26666666666667,6.78333333333333,6.1,6.26666666666667,8.08333333333333,"WPT","NGP","HKG","JJC","HKG",3,300
"473","PYS_S_2023","PYS_S","PYS","S",2023,0,0,0,0,0,0.13,0.13,0.63,0.88,0.13,2,1,3,3,2,157,174,179,189,195,9.43333333333333,6.35,6.31666666666667,9.18333333333333,8.05,"WPT","JJC","JLS","JLS","JJC",3,300
"474","PYS_W_2008","PYS_W","PYS","W",2008,0,0,0,0,0,0.38,0.13,0.63,0.88,0.38,4,2,1,3,2,129,142,147,160,177,8.83333333333333,8.78333333333333,8.71666666666667,7.51666666666667,8.71666666666667,"JF","CW","CW","CW","JF",3.97,397.03
"475","PYS_W_2009","PYS_W","PYS","W",2009,0,0,0,0,0,0.13,0.88,0.38,0.13,0.88,3,2,3,3,4,138,162,169,181,190,7.03333333333333,6.91666666666667,6.9,9.53333333333333,9.3,"EH","FP","SR","JL","SR",3.97,397.03
"476","PYS_W_2010","PYS_W","PYS","W",2010,0,0,0,0,0,0.13,0.13,0.63,0.38,0.63,1,1,2,3,3,139,149,158,174,189,7.15,8.3,7.43333333333333,8.46666666666667,8,"TL","TL","SR","SR","TH",3,300
"477","PYS_W_2012","PYS_W","PYS","W",2012,0,0,0,0,0,0.63,0.13,0.88,0.38,0.38,5,4,3,1,3,141,148,158,167,181,9,8.08333333333333,8.71666666666667,8.81666666666667,8.11666666666667,"TL","CD","SR","CD","SR",3,300
"478","PYS_W_2013","PYS_W","PYS","W",2013,0,0,0,0,0,0.38,0.13,0.38,0.13,0.63,2,3,3,3,3,137,154,163,177,188,8.6,9.2,9.1,9.36666666666667,9.03333333333333,"CD","SR","AM","SR","AM",3,300
"479","PYS_W_2014","PYS_W","PYS","W",2014,0,0,0,0,0,0.13,0.88,0.88,0.38,0.38,3,3,2,4,2,138,149,167,181,199,7.81666666666667,6.28333333333333,7.65,9.56666666666667,8.81666666666667,"SR","CD","CD","CD","CD",3,300
"480","PYS_W_2015","PYS_W","PYS","W",2015,0,0,0,0,0,0.88,0.13,0.38,0.63,0.38,2,2,4,2,2,143,159,171,196,213,7.55,7.6,6.61666666666667,9.2,7.18333333333333,"BSV","BSV","SR","SBN","SR",3,300
"481","PYS_W_2016","PYS_W","PYS","W",2016,0,0,0,0,0,0.13,0.38,0.38,0.63,0.13,2,2,1,3,2,151,168,179,194,216,8,9.6,7.98333333333333,9.28333333333333,9.18333333333333,"SR","SBN","JJC","ACW","JJC",3,300
"482","PYS_W_2021","PYS_W","PYS","W",2021,0,0,0,0,0,0.13,0.38,0.63,0.63,0.13,3,2,2,3,2,154,165,178,189,201,8.85,9.06666666666667,8.33333333333333,8.5,9.31666666666667,"JJC","JEM","WPT","JJC","JJC",3,300
"483","PYS_W_2022","PYS_W","PYS","W",2022,0,0,0,0,0,0.88,0.13,0.38,0.13,0.88,3,3,2,1,4,156,170,177,191,196,9.58333333333333,6.93333333333333,6.38333333333333,6.55,8.31666666666667,"WPT","NGP","HKG","JJC","HKG",3,300
"484","PYS_W_2023","PYS_W","PYS","W",2023,0,0,0,0,0,0.13,0.13,0.63,0.63,0.13,3,1,3,3,3,157,174,179,189,195,8.93333333333333,6.6,6.61666666666667,9.38333333333333,8.23333333333333,"WPT","JJC","JLS","JLS","JJC",3,300
"485","PYW_C_2007","PYW_C","PYW","C",2007,0,0,0,0,0,0.13,0.38,0.88,0.13,0.13,1,3,3,3,2,152,163,169,176,183,6.81666666666667,6.91666666666667,7.05,7.95,6.21666666666667,"JF","CW","JF","FP","JF",2.97,297.01
"486","PYW_C_2008","PYW_C","PYW","C",2008,0,0,0,0,0,0.38,0.38,0.13,0.63,0.88,4,2,1,4,2,129,136,142,148,161,7.46666666666667,6.5,7.35,7.75,6.58333333333333,"JF","JF","CW","JF","SR",2.97,297.01
"487","PYW_C_2009","PYW_C","PYW","C",2009,0,0,0,0,0,0.38,0.88,0.13,0.13,0.38,1,3,4,3,3,161,163,169,181,191,9.1,9.13333333333333,7.78333333333333,8.86666666666667,8.03333333333333,"FP","SR","SR","JO","SR",2.97,297.01
"488","PYW_C_2010","PYW_C","PYW","C",2010,0,0,0,0,0,0.13,0.13,0.63,0.13,0.63,2,1,3,2,3,139,148,158,175,189,8.91666666666667,6.61666666666667,8.23333333333333,9.06666666666667,6.9,"TH","TL","SR","SR","TH",2,200
"489","PYW_C_2012","PYW_C","PYW","C",2012,0,0,0,0,0,0.88,0.38,0.38,0.88,0.13,5,4,2,3,3,141,148,158,167,180,6.61666666666667,6.46666666666667,6.71666666666667,6.63333333333333,6.75,"TL","CD","SR","CD","SR",2,200
"490","PYW_C_2013","PYW_C","PYW","C",2013,0,0,0,0,0,0.38,0.13,0.88,0.63,0.88,2,1,1,1,2,137,154,163,178,188,6.66666666666667,7.23333333333333,6.35,8.16666666666667,6.46666666666667,"CD","SR","AM","CD","AM",2,200
"491","PYW_C_2015","PYW_C","PYW","C",2015,0,0,0,0,0,0.88,0.13,0.38,0.63,0.38,2,2,3,3,2,143,159,171,196,213,6.33333333333333,6.28333333333333,7.63333333333333,7.05,8.31666666666667,"BSV","BSV","SR","SBN","SR",2,200
"492","PYW_C_2022","PYW_C","PYW","C",2022,0,0,0,0,0,0.63,0.13,0.63,0.88,0.63,2,3,2,2,3,158,169,183,189,196,6.46666666666667,8.55,6.68333333333333,7.85,7.26666666666667,"WPT","NGP","JLS","HKG","JLS",2,200
"493","PYW_C_2023","PYW_C","PYW","C",2023,0,0,0,0,0,0.13,0.13,0.63,0.88,0.13,2,1,2,3,2,157,170,179,189,195,7.33333333333333,9.11666666666667,6.71666666666667,6.66666666666667,8.95,"WPT","JJC","HKG","JLS","JJC",2,200
"494","PYW_N_2007","PYW_N","PYW","N",2007,0,0,0,0,0,0.13,0.13,0.63,0.13,0.13,1,3,2,2,2,152,159,169,176,183,6.48333333333333,7.4,6.8,7.66666666666667,5.96666666666667,"JF","CW","JF","FP","JF",3.51,351.01
"495","PYW_N_2008","PYW_N","PYW","N",2008,0,0,0,0,0,0.38,0.38,0.13,0.63,0.88,4,2,1,4,2,129,136,142,148,161,7.16666666666667,6.25,7.13333333333333,7.5,6.3,"JF","JF","CW","JF","SR",3.51,351.01
"496","PYW_N_2009","PYW_N","PYW","N",2009,0,0,0,0,0,0.63,0.88,0.13,0.13,0.38,2,3,4,3,3,161,163,169,181,191,8.78333333333333,8.88333333333333,7.55,8.53333333333333,7.81666666666667,"FP","SR","SR","JO","SR",3.51,351.01
"497","PYW_N_2011","PYW_N","PYW","N",2011,0,0,0,0,0,0.36,0.38,0.63,0.38,0.13,2.29,4,3,4,1,139,154,162,171,182,8.71666666666667,6.63333333333333,8.6,9.28333333333333,8.61666666666667,"SR","SR","CP","SR","CD",2,200
"498","PYW_N_2012","PYW_N","PYW","N",2012,0,0,0,0,0,0.88,0.38,0.38,0.88,0.13,4,3,2,3,3,141,148,158,167,180,6.3,6.28333333333333,6.51666666666667,6.41666666666667,6.51666666666667,"TL","CD","SR","CD","SR",2,200
"499","PYW_N_2013","PYW_N","PYW","N",2013,0,0,0,0,0,0.38,0.13,0.88,0.63,0.88,2,1,1,1,2,137,154,163,178,188,6.45,7,6.13333333333333,7.96666666666667,6.1,"CD","SR","AM","CD","AM",2,200
"500","PYW_N_2014","PYW_N","PYW","N",2014,0,0,0,0,0,0.13,0.88,0.38,0.63,0.63,1,3,4,3,2,138,149,165,182,197,6.1,6.85,5.88333333333333,6.06666666666667,8.15,"SR","CD","CD","CD","SBN",2,200
"501","PYW_N_2015","PYW_N","PYW","N",2015,0,0,0,0,0,0.88,0.13,0.38,0.63,0.38,2,2,3,2,2,143,159,171,196,213,6.11666666666667,6.01666666666667,7.46666666666667,6.7,8.08333333333333,"BSV","BSV","SR","SBN","SR",2,200
"502","PYW_N_2017","PYW_N","PYW","N",2017,0,0,0,0,0,0.13,0.13,0.13,0.13,0.13,3,2,3,2,1,149,160,175,189,201,8.53333333333333,8.75,9.28333333333333,8.45,7.96666666666667,"SR","ALL","JJC","SR","ALL",2,200
"503","PYW_N_2018","PYW_N","PYW","N",2018,0,0,NA,0,0,0.38,0.63,0.43,0.13,0.88,3,2,2.32,2,1,145,160,169.67,188,199,6.01666666666667,6.03333333333333,7.59,6,6.18333333333333,"JJC","TMS",NA,"BJE","TMS",2,200
"504","PYW_N_2023","PYW_N","PYW","N",2023,0,0,0,0,0,0.38,0.13,0.63,0.88,0.13,1,1,2,3,3,157,170,179,189,195,6.9,8.81666666666667,6.2,6.51666666666667,9.15,"WPT","JJC","HKG","JLS","JJC",2,200
"505","PYW_S_2007","PYW_S","PYW","S",2007,0,0,0,0,0,0.13,0.13,0.88,0.13,0.13,1,4,3,2,1,152,159,169,176,183,7.01666666666667,7.56666666666667,7.33333333333333,8.33333333333333,6.63333333333333,"CW","JF","JF","FP","JF",4.11,411.02
"506","PYW_S_2008","PYW_S","PYW","S",2008,0,0,0,0,0,0.38,0.38,0.13,0.63,0.88,4,2,1,4,2,129,136,142,148,161,7.88333333333333,6.83333333333333,7.65,8.06666666666667,6.83333333333333,"JF","JF","CW","JF","SR",4.11,411.02
"507","PYW_S_2009","PYW_S","PYW","S",2009,0,0,0,0,0,0.63,0.88,0.13,0.13,0.38,3,3,4,3,3,161,163,169,181,191,8.91666666666667,9.43333333333333,8.05,9.18333333333333,8.31666666666667,"SR","SR","SR","JO","SR",4.11,411.02
"508","PYW_S_2011","PYW_S","PYW","S",2011,0,0,0,0,0,0.63,0.37,0.38,0.38,0.13,2,4,4,4,2,139,154,162,171,182,9.51666666666667,7.18333333333333,9.05,9.76666666666667,9,"SR","SR","CP","SR","CD",3.5,350
"509","PYW_S_2012","PYW_S","PYW","S",2012,0,0,0,0,0,0.88,0.38,0.38,0.88,0.13,4,3,2,3,3,141,148,158,167,180,6.91666666666667,6.66666666666667,6.95,6.86666666666667,7.01666666666667,"TL","CD","SR","CD","SR",3.5,350
"510","PYW_S_2013","PYW_S","PYW","S",2013,0,0,0,0,0,0.38,0.13,0.88,0.88,0.88,2,1,2,1,2,137,154,163,178,188,6.91666666666667,7.46666666666667,6.71666666666667,8.13333333333333,6.85,"CD","SR","AM","CD","AM",3.5,350
"511","PYW_S_2014","PYW_S","PYW","S",2014,0,0,0,0,0,0.13,0.88,0.13,0.63,0.38,3,3,4,3,1,138,149,165,182,197,7.95,7.3,6.31666666666667,6.55,8.86666666666667,"SR","CD","CD","CD","SBN",3.5,350
"512","PYW_S_2015","PYW_S","PYW","S",2015,0,0,0,0,0,0.88,0.13,0.38,0.63,0.38,2,2,3,2,2,143,159,171,196,213,6.61666666666667,6.61666666666667,6.76666666666667,7.51666666666667,7.3,"BSV","BSV","SR","SBN","SR",3.5,350
"513","PYW_S_2018","PYW_S","PYW","S",2018,0,0,NA,0,0,0.63,0.88,0.43,0.13,0.88,2,3,2.32,2,1,145,160,169.67,188,199,6.55,6.55,7.59,6.5,6.88333333333333,"JJC","TMS",NA,"BJE","TMS",3.5,350
"514","PYW_S_2021","PYW_S","PYW","S",2021,0,0,0,0,0,0.13,0.38,0.63,0.63,0.13,2,1,2,3,1,154,165,179,189,201,8.48333333333333,8.18333333333333,9.36666666666667,8.65,7.21666666666667,"JJC","JEM","WPT","JJC","JJC",3.5,350
